Name,Country,Brand,Categories,Type,Tasting Notes,ABV,IBU,Calories Per Serving (12 OZ/0.35L),Carbs Per Serving (12 OZ/0.35L),Food Pairing,Suggested Serving Temperature,Rating,Rate Count,Price,Volume,Description
Beer E,Country A,Brand C,Category B,Type C,Note A,10.0,89,266,21.0,Food Pairing C,Cold,2.6,183,13.51,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category C,Type C,Note C,10.0,99,171,22.0,Food Pairing A,Cold,2.3,61,7.24,12 OZ/0.35L,Beer description
Beer D,Country A,Brand B,Category B,Type C,Note A,9.0,73,264,19.0,Food Pairing B,Cold,2.5,89,5.01,12 OZ/0.35L,Beer description
Beer C,Country C,Brand B,Category A,Type A,Note B,8.0,56,161,26.0,Food Pairing A,Chilled,2.7,382,12.93,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category B,Type C,Note C,4.0,14,149,3.0,Food Pairing C,Chilled,4.3,173,18.89,12 OZ/0.35L,Beer description
Beer C,Country C,Brand A,Category B,Type A,Note C,7.0,22,234,17.0,Food Pairing A,Room temperature,3.6,32,1.54,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category B,Type C,Note C,10.0,22,196,4.0,Food Pairing A,Cold,4.3,425,17.14,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category A,Type A,Note C,5.0,72,210,4.0,Food Pairing C,Room temperature,4.7,323,4.71,12 OZ/0.35L,Beer description
Beer A,Country A,Brand A,Category B,Type B,Note B,11.0,15,138,25.0,Food Pairing A,Cold,3.6,457,11.73,12 OZ/0.35L,Beer description
Beer E,Country B,Brand B,Category A,Type A,Note A,4.0,77,215,5.0,Food Pairing B,Chilled,1.5,471,17.32,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category A,Type A,Note A,6.0,99,252,30.0,Food Pairing C,Cold,2.3,222,13.63,12 OZ/0.35L,Beer description
Beer C,Country C,Brand B,Category B,Type A,Note C,9.0,43,282,0.0,Food Pairing B,Chilled,2.3,329,5.52,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type B,Note B,7.0,11,153,13.0,Food Pairing B,Room temperature,3.2,424,19.84,12 OZ/0.35L,Beer description
Beer A,Country C,Brand B,Category B,Type C,Note B,8.0,38,268,11.0,Food Pairing C,Chilled,3.3,146,12.82,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category A,Type A,Note C,4.0,65,271,11.0,Food Pairing C,Room temperature,3.3,264,14.56,12 OZ/0.35L,Beer description
Beer A,Country B,Brand C,Category B,Type B,Note A,11.0,8,227,23.0,Food Pairing C,Chilled,1.4,41,13.2,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category A,Type B,Note C,6.0,88,285,28.0,Food Pairing B,Room temperature,1.4,175,14.71,12 OZ/0.35L,Beer description
Beer D,Country A,Brand C,Category B,Type B,Note A,4.0,12,257,19.0,Food Pairing A,Room temperature,2.4,337,9.4,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category B,Type B,Note C,11.0,44,139,21.0,Food Pairing B,Cold,1.9,413,19.98,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category B,Type C,Note A,6.0,98,146,6.0,Food Pairing C,Cold,1.2,144,16.62,12 OZ/0.35L,Beer description
Beer A,Country A,Brand A,Category C,Type A,Note B,9.0,33,166,23.0,Food Pairing A,Room temperature,3.6,143,11.14,12 OZ/0.35L,Beer description
Beer C,Country C,Brand B,Category B,Type C,Note A,9.0,30,150,4.0,Food Pairing A,Room temperature,2.1,196,1.3,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category B,Type B,Note C,6.0,3,269,7.0,Food Pairing B,Cold,4.8,340,11.56,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category C,Type B,Note C,7.0,22,162,4.0,Food Pairing B,Chilled,4.6,329,19.94,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category C,Type C,Note C,5.0,71,262,11.0,Food Pairing B,Chilled,2.1,447,3.99,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category A,Type A,Note B,10.0,84,209,1.0,Food Pairing C,Cold,2.0,468,3.14,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category B,Type C,Note C,8.0,30,230,8.0,Food Pairing A,Room temperature,3.8,451,14.97,12 OZ/0.35L,Beer description
Beer B,Country B,Brand C,Category C,Type A,Note B,11.0,47,127,28.0,Food Pairing A,Cold,2.2,52,6.19,12 OZ/0.35L,Beer description
Beer C,Country B,Brand A,Category C,Type C,Note A,7.0,27,101,20.0,Food Pairing C,Room temperature,2.7,180,17.58,12 OZ/0.35L,Beer description
Beer A,Country C,Brand A,Category B,Type B,Note B,6.0,49,192,17.0,Food Pairing B,Chilled,1.5,266,2.22,12 OZ/0.35L,Beer description
Beer E,Country C,Brand C,Category A,Type B,Note C,10.0,5,171,22.0,Food Pairing B,Cold,2.4,322,8.5,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category C,Type C,Note B,5.0,77,260,9.0,Food Pairing A,Cold,2.1,360,4.14,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category C,Type B,Note B,8.0,98,107,11.0,Food Pairing B,Chilled,4.5,274,10.23,12 OZ/0.35L,Beer description
Beer B,Country A,Brand A,Category B,Type C,Note A,5.0,41,265,30.0,Food Pairing A,Cold,2.1,417,9.82,12 OZ/0.35L,Beer description
Beer A,Country C,Brand A,Category B,Type C,Note A,7.0,35,286,5.0,Food Pairing C,Chilled,3.8,402,5.55,12 OZ/0.35L,Beer description
Beer B,Country C,Brand B,Category C,Type B,Note B,4.0,47,185,14.0,Food Pairing C,Chilled,2.0,462,1.72,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category A,Type B,Note A,5.0,40,132,24.0,Food Pairing A,Cold,2.0,446,10.25,12 OZ/0.35L,Beer description
Beer E,Country B,Brand B,Category C,Type C,Note A,5.0,22,139,7.0,Food Pairing A,Room temperature,1.3,176,16.18,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category B,Type A,Note B,10.0,77,182,6.0,Food Pairing B,Room temperature,1.8,285,7.66,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category B,Type B,Note B,9.0,29,125,10.0,Food Pairing C,Chilled,4.3,93,11.8,12 OZ/0.35L,Beer description
Beer B,Country A,Brand A,Category B,Type B,Note A,8.0,68,136,25.0,Food Pairing C,Cold,3.5,393,16.94,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type B,Note A,10.0,0,217,19.0,Food Pairing C,Room temperature,2.2,294,10.2,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category B,Type B,Note A,9.0,22,190,4.0,Food Pairing B,Room temperature,3.6,181,19.75,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category C,Type B,Note B,5.0,32,265,16.0,Food Pairing C,Chilled,3.5,400,15.91,12 OZ/0.35L,Beer description
Beer A,Country A,Brand A,Category C,Type A,Note B,11.0,52,237,19.0,Food Pairing C,Room temperature,1.3,482,14.29,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category B,Type A,Note B,11.0,3,182,24.0,Food Pairing B,Cold,4.4,276,6.32,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type C,Note C,11.0,84,276,4.0,Food Pairing C,Cold,1.1,409,6.02,12 OZ/0.35L,Beer description
Beer C,Country A,Brand C,Category C,Type C,Note A,10.0,71,277,26.0,Food Pairing A,Chilled,4.6,381,17.22,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category C,Type B,Note B,9.0,45,129,5.0,Food Pairing A,Room temperature,4.5,165,11.41,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category A,Type B,Note C,8.0,92,272,27.0,Food Pairing A,Cold,2.5,93,6.57,12 OZ/0.35L,Beer description
Beer E,Country C,Brand B,Category A,Type A,Note B,11.0,62,108,22.0,Food Pairing B,Cold,2.6,194,17.48,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category C,Type C,Note A,10.0,64,253,1.0,Food Pairing A,Chilled,3.1,340,15.12,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category B,Type C,Note B,8.0,36,277,21.0,Food Pairing C,Chilled,2.9,52,4.61,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category A,Type B,Note A,6.0,9,273,17.0,Food Pairing C,Cold,1.6,103,17.22,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category C,Type B,Note B,4.0,73,260,10.0,Food Pairing B,Chilled,2.6,396,4.96,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category A,Type B,Note B,11.0,60,183,21.0,Food Pairing A,Chilled,2.7,219,19.17,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type C,Note C,6.0,18,194,22.0,Food Pairing A,Chilled,3.5,196,1.11,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category B,Type A,Note A,5.0,27,251,20.0,Food Pairing B,Room temperature,1.8,138,2.67,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category A,Type A,Note A,10.0,0,261,8.0,Food Pairing C,Chilled,2.5,477,5.49,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category C,Type B,Note C,6.0,72,198,20.0,Food Pairing A,Chilled,1.4,34,18.07,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category A,Type A,Note A,6.0,6,276,13.0,Food Pairing C,Cold,4.6,427,12.76,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category B,Type C,Note A,5.0,50,166,9.0,Food Pairing B,Room temperature,3.8,70,14.91,12 OZ/0.35L,Beer description
Beer C,Country B,Brand B,Category B,Type C,Note B,4.0,72,258,2.0,Food Pairing C,Chilled,4.7,494,17.19,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category A,Type C,Note C,6.0,26,184,9.0,Food Pairing C,Room temperature,4.2,208,13.36,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category B,Type B,Note C,5.0,75,180,22.0,Food Pairing A,Chilled,1.4,177,7.65,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category A,Type C,Note B,5.0,68,285,22.0,Food Pairing C,Chilled,2.6,385,4.11,12 OZ/0.35L,Beer description
Beer A,Country C,Brand B,Category A,Type B,Note C,5.0,82,223,18.0,Food Pairing B,Room temperature,3.9,286,1.09,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category A,Type B,Note C,3.0,44,288,28.0,Food Pairing B,Chilled,4.7,261,1.44,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category A,Type B,Note A,11.0,53,243,2.0,Food Pairing C,Room temperature,3.2,325,7.79,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category A,Type A,Note A,10.0,33,170,0.0,Food Pairing C,Chilled,1.7,165,14.38,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category C,Type C,Note B,10.0,26,153,25.0,Food Pairing B,Chilled,4.8,487,7.65,12 OZ/0.35L,Beer description
Beer E,Country C,Brand C,Category B,Type A,Note B,9.0,87,132,14.0,Food Pairing B,Cold,3.1,313,8.18,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category A,Type C,Note C,4.0,36,292,14.0,Food Pairing C,Cold,5.0,251,15.92,12 OZ/0.35L,Beer description
Beer B,Country C,Brand B,Category C,Type C,Note A,5.0,18,184,8.0,Food Pairing C,Room temperature,2.7,354,8.86,12 OZ/0.35L,Beer description
Beer D,Country A,Brand B,Category A,Type B,Note C,4.0,67,205,4.0,Food Pairing C,Chilled,1.8,283,3.7,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category B,Type B,Note B,3.0,82,127,21.0,Food Pairing C,Room temperature,1.2,440,19.81,12 OZ/0.35L,Beer description
Beer E,Country C,Brand B,Category A,Type A,Note C,5.0,45,148,4.0,Food Pairing C,Room temperature,4.3,170,16.73,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category C,Type A,Note C,6.0,51,156,0.0,Food Pairing B,Chilled,4.0,59,7.73,12 OZ/0.35L,Beer description
Beer A,Country A,Brand A,Category C,Type B,Note C,12.0,81,222,2.0,Food Pairing A,Cold,3.5,439,11.84,12 OZ/0.35L,Beer description
Beer A,Country A,Brand C,Category A,Type B,Note B,4.0,83,213,11.0,Food Pairing C,Chilled,3.3,183,19.18,12 OZ/0.35L,Beer description
Beer D,Country C,Brand B,Category B,Type A,Note B,4.0,33,117,11.0,Food Pairing B,Chilled,4.1,469,7.53,12 OZ/0.35L,Beer description
Beer B,Country C,Brand B,Category A,Type C,Note B,3.0,23,288,17.0,Food Pairing B,Chilled,2.9,78,1.01,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category A,Type C,Note B,12.0,33,240,1.0,Food Pairing A,Room temperature,3.4,243,7.02,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category B,Type C,Note C,4.0,65,296,8.0,Food Pairing B,Chilled,1.1,231,14.37,12 OZ/0.35L,Beer description
Beer B,Country B,Brand C,Category B,Type C,Note A,6.0,34,192,27.0,Food Pairing C,Room temperature,3.4,33,5.04,12 OZ/0.35L,Beer description
Beer C,Country C,Brand A,Category B,Type B,Note C,10.0,72,268,13.0,Food Pairing A,Room temperature,3.4,23,16.73,12 OZ/0.35L,Beer description
Beer D,Country A,Brand A,Category A,Type A,Note C,9.0,60,132,24.0,Food Pairing C,Cold,4.5,492,7.68,12 OZ/0.35L,Beer description
Beer B,Country B,Brand C,Category C,Type C,Note B,4.0,2,117,15.0,Food Pairing C,Chilled,1.7,432,3.82,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type C,Note C,9.0,90,158,24.0,Food Pairing B,Chilled,1.5,400,18.11,12 OZ/0.35L,Beer description
Beer E,Country B,Brand B,Category B,Type B,Note B,11.0,64,264,6.0,Food Pairing B,Chilled,2.4,80,18.23,12 OZ/0.35L,Beer description
Beer D,Country A,Brand A,Category B,Type B,Note C,8.0,11,141,9.0,Food Pairing A,Cold,2.7,456,7.25,12 OZ/0.35L,Beer description
Beer B,Country B,Brand A,Category A,Type B,Note C,5.0,73,198,13.0,Food Pairing C,Room temperature,3.9,323,12.18,12 OZ/0.35L,Beer description
Beer D,Country A,Brand B,Category B,Type C,Note C,6.0,30,171,17.0,Food Pairing B,Chilled,2.8,471,18.52,12 OZ/0.35L,Beer description
Beer C,Country B,Brand A,Category C,Type B,Note C,12.0,22,141,5.0,Food Pairing A,Room temperature,3.0,200,2.1,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category B,Type C,Note A,4.0,71,171,28.0,Food Pairing C,Chilled,1.6,70,12.15,12 OZ/0.35L,Beer description
Beer C,Country B,Brand A,Category A,Type A,Note B,11.0,10,234,11.0,Food Pairing A,Room temperature,4.8,271,17.94,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category B,Type B,Note C,11.0,99,199,0.0,Food Pairing A,Cold,2.9,40,2.85,12 OZ/0.35L,Beer description
Beer E,Country A,Brand C,Category A,Type A,Note C,7.0,77,263,21.0,Food Pairing A,Cold,3.4,73,1.46,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category B,Type A,Note B,11.0,97,206,26.0,Food Pairing C,Chilled,3.6,408,10.76,12 OZ/0.35L,Beer description
Beer E,Country A,Brand A,Category A,Type A,Note C,7.0,73,140,25.0,Food Pairing A,Chilled,4.4,428,6.49,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category A,Type A,Note A,7.0,75,181,15.0,Food Pairing B,Chilled,2.0,97,7.62,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category C,Type A,Note B,10.0,65,262,27.0,Food Pairing A,Chilled,4.1,62,10.81,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category C,Type B,Note B,7.0,61,209,25.0,Food Pairing A,Cold,3.6,19,12.93,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category C,Type B,Note B,6.0,31,213,29.0,Food Pairing B,Chilled,1.7,72,8.66,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category A,Type C,Note A,11.0,6,277,14.0,Food Pairing C,Chilled,1.1,147,6.67,12 OZ/0.35L,Beer description
Beer E,Country B,Brand B,Category A,Type A,Note A,11.0,53,202,2.0,Food Pairing A,Room temperature,2.9,310,9.83,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category B,Type A,Note C,4.0,98,153,26.0,Food Pairing C,Room temperature,2.4,309,1.02,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category B,Type A,Note B,9.0,85,262,1.0,Food Pairing B,Room temperature,2.1,427,9.23,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category A,Type A,Note B,9.0,8,227,14.0,Food Pairing A,Chilled,3.2,352,14.48,12 OZ/0.35L,Beer description
Beer C,Country C,Brand C,Category A,Type C,Note B,10.0,12,237,18.0,Food Pairing A,Chilled,1.0,376,15.12,12 OZ/0.35L,Beer description
Beer A,Country B,Brand A,Category B,Type C,Note C,4.0,99,221,18.0,Food Pairing C,Cold,3.9,179,14.74,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type C,Note A,8.0,41,296,10.0,Food Pairing C,Room temperature,3.5,423,13.69,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category C,Type A,Note A,3.0,68,263,22.0,Food Pairing C,Cold,2.8,334,18.85,12 OZ/0.35L,Beer description
Beer A,Country C,Brand A,Category B,Type A,Note C,6.0,96,202,26.0,Food Pairing A,Chilled,4.4,122,2.74,12 OZ/0.35L,Beer description
Beer C,Country A,Brand C,Category B,Type B,Note C,10.0,84,232,13.0,Food Pairing C,Chilled,2.8,155,10.86,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category C,Type A,Note A,11.0,83,269,1.0,Food Pairing B,Room temperature,4.6,475,1.85,12 OZ/0.35L,Beer description
Beer D,Country C,Brand C,Category A,Type A,Note B,7.0,33,240,23.0,Food Pairing C,Chilled,5.0,47,12.5,12 OZ/0.35L,Beer description
Beer C,Country A,Brand B,Category B,Type C,Note A,7.0,56,244,1.0,Food Pairing B,Room temperature,1.4,66,8.59,12 OZ/0.35L,Beer description
Beer A,Country A,Brand B,Category C,Type C,Note C,6.0,6,105,27.0,Food Pairing C,Chilled,1.9,88,3.84,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category C,Type A,Note C,5.0,42,273,6.0,Food Pairing C,Cold,4.1,488,5.05,12 OZ/0.35L,Beer description
Beer E,Country B,Brand C,Category B,Type A,Note A,3.0,71,124,17.0,Food Pairing A,Chilled,2.6,197,2.25,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category B,Type A,Note B,6.0,65,234,25.0,Food Pairing A,Room temperature,4.5,348,17.51,12 OZ/0.35L,Beer description
Beer A,Country A,Brand C,Category A,Type B,Note B,6.0,18,215,19.0,Food Pairing B,Cold,1.7,402,3.98,12 OZ/0.35L,Beer description
Beer D,Country B,Brand B,Category C,Type C,Note C,3.0,94,123,12.0,Food Pairing A,Room temperature,1.6,349,5.94,12 OZ/0.35L,Beer description
Beer D,Country C,Brand B,Category A,Type A,Note A,9.0,15,168,12.0,Food Pairing A,Chilled,3.6,160,4.98,12 OZ/0.35L,Beer description
Beer B,Country B,Brand C,Category A,Type B,Note B,6.0,89,178,1.0,Food Pairing A,Chilled,3.5,296,2.95,12 OZ/0.35L,Beer description
Beer C,Country B,Brand C,Category C,Type A,Note B,4.0,53,225,23.0,Food Pairing C,Cold,1.2,73,5.38,12 OZ/0.35L,Beer description
Beer E,Country C,Brand B,Category B,Type A,Note C,7.0,48,224,28.0,Food Pairing A,Cold,1.1,357,5.07,12 OZ/0.35L,Beer description
Beer B,Country B,Brand A,Category C,Type A,Note B,9.0,12,171,27.0,Food Pairing B,Chilled,2.7,39,18.63,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category B,Type C,Note C,6.0,42,149,24.0,Food Pairing A,Chilled,2.1,21,15.45,12 OZ/0.35L,Beer description
Beer C,Country C,Brand B,Category A,Type B,Note B,9.0,16,142,4.0,Food Pairing B,Room temperature,1.6,292,9.67,12 OZ/0.35L,Beer description
Beer B,Country C,Brand C,Category B,Type C,Note B,12.0,4,172,8.0,Food Pairing B,Room temperature,4.5,14,16.74,12 OZ/0.35L,Beer description
Beer D,Country B,Brand B,Category B,Type B,Note A,4.0,34,268,27.0,Food Pairing C,Room temperature,3.1,202,15.12,12 OZ/0.35L,Beer description
Beer B,Country C,Brand A,Category C,Type C,Note B,12.0,39,130,29.0,Food Pairing A,Room temperature,3.1,66,6.44,12 OZ/0.35L,Beer description
Beer B,Country B,Brand B,Category B,Type C,Note B,6.0,56,197,16.0,Food Pairing B,Cold,4.2,164,6.98,12 OZ/0.35L,Beer description
Beer D,Country B,Brand A,Category B,Type A,Note B,9.0,81,212,10.0,Food Pairing C,Cold,1.2,360,4.25,12 OZ/0.35L,Beer description
Beer D,Country A,Brand C,Category C,Type A,Note B,11.0,8,288,26.0,Food Pairing C,Chilled,2.7,184,10.48,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category A,Type B,Note A,5.0,76,197,6.0,Food Pairing C,Cold,4.8,364,15.67,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category B,Type C,Note C,10.0,57,265,14.0,Food Pairing B,Chilled,3.8,427,13.62,12 OZ/0.35L,Beer description
Beer D,Country A,Brand B,Category A,Type B,Note B,5.0,88,290,1.0,Food Pairing A,Room temperature,3.3,332,16.81,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category A,Type A,Note C,5.0,63,188,15.0,Food Pairing B,Chilled,4.0,418,19.73,12 OZ/0.35L,Beer description
Beer A,Country B,Brand B,Category A,Type C,Note C,9.0,28,296,3.0,Food Pairing B,Cold,1.7,344,13.88,12 OZ/0.35L,Beer description
Beer A,Country C,Brand B,Category B,Type B,Note B,9.0,29,163,19.0,Food Pairing A,Chilled,1.7,61,19.55,12 OZ/0.35L,Beer description
Beer B,Country B,Brand C,Category C,Type B,Note B,3.0,56,235,11.0,Food Pairing B,Cold,4.5,397,11.38,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category C,Type A,Note B,10.0,11,292,4.0,Food Pairing A,Chilled,2.8,490,12.75,12 OZ/0.35L,Beer description
Beer A,Country B,Brand C,Category C,Type C,Note B,8.0,37,280,24.0,Food Pairing B,Room temperature,3.3,337,1.69,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category A,Type B,Note B,4.0,82,178,10.0,Food Pairing B,Chilled,5.0,284,19.17,12 OZ/0.35L,Beer description
Beer C,Country C,Brand A,Category A,Type B,Note A,8.0,28,123,1.0,Food Pairing A,Cold,2.4,449,4.95,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category B,Type C,Note A,5.0,70,200,8.0,Food Pairing A,Cold,2.1,171,4.92,12 OZ/0.35L,Beer description
Beer A,Country A,Brand C,Category A,Type A,Note B,7.0,7,288,20.0,Food Pairing B,Room temperature,1.7,424,11.89,12 OZ/0.35L,Beer description
Beer D,Country B,Brand C,Category A,Type C,Note A,9.0,87,194,3.0,Food Pairing B,Chilled,4.1,488,14.08,12 OZ/0.35L,Beer description
Beer E,Country A,Brand A,Category B,Type A,Note B,3.0,45,268,12.0,Food Pairing A,Room temperature,4.0,213,15.34,12 OZ/0.35L,Beer description
Beer E,Country C,Brand C,Category B,Type A,Note B,6.0,10,138,25.0,Food Pairing A,Cold,4.8,152,11.45,12 OZ/0.35L,Beer description
Beer D,Country A,Brand A,Category C,Type C,Note B,7.0,17,259,19.0,Food Pairing A,Room temperature,4.3,255,19.87,12 OZ/0.35L,Beer description
Beer B,Country C,Brand C,Category B,Type A,Note B,6.0,87,213,4.0,Food Pairing B,Cold,4.6,171,3.92,12 OZ/0.35L,Beer description
Beer B,Country B,Brand A,Category A,Type A,Note C,11.0,57,176,7.0,Food Pairing C,Chilled,1.2,413,12.95,12 OZ/0.35L,Beer description
Beer B,Country C,Brand B,Category B,Type C,Note C,3.0,62,140,11.0,Food Pairing C,Cold,4.5,146,1.01,12 OZ/0.35L,Beer description
Beer E,Country B,Brand C,Category B,Type B,Note A,8.0,35,247,30.0,Food Pairing B,Room temperature,4.9,198,8.71,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category B,Type B,Note B,6.0,98,181,11.0,Food Pairing C,Room temperature,1.2,224,15.77,12 OZ/0.35L,Beer description
Beer E,Country B,Brand A,Category C,Type B,Note C,9.0,79,278,21.0,Food Pairing B,Room temperature,4.9,457,19.93,12 OZ/0.35L,Beer description
Beer A,Country A,Brand A,Category C,Type A,Note C,11.0,79,236,20.0,Food Pairing C,Room temperature,1.6,355,7.9,12 OZ/0.35L,Beer description
Beer E,Country C,Brand A,Category C,Type B,Note C,10.0,0,282,26.0,Food Pairing B,Chilled,4.6,382,6.72,12 OZ/0.35L,Beer description
Beer E,Country C,Brand C,Category B,Type C,Note A,7.0,9,205,1.0,Food Pairing B,Room temperature,2.6,345,5.82,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category C,Type C,Note C,12.0,95,298,17.0,Food Pairing A,Room temperature,1.0,16,3.96,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category A,Type A,Note A,7.0,90,218,18.0,Food Pairing A,Cold,1.8,155,8.32,12 OZ/0.35L,Beer description
Beer B,Country A,Brand C,Category C,Type A,Note B,6.0,49,142,4.0,Food Pairing A,Room temperature,3.4,134,8.55,12 OZ/0.35L,Beer description
Beer A,Country C,Brand A,Category B,Type B,Note B,7.0,52,182,27.0,Food Pairing B,Cold,3.5,183,12.97,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category C,Type A,Note B,5.0,86,207,0.0,Food Pairing B,Chilled,1.2,191,14.31,12 OZ/0.35L,Beer description
Beer D,Country B,Brand B,Category B,Type A,Note B,9.0,69,105,18.0,Food Pairing C,Room temperature,4.7,94,6.76,12 OZ/0.35L,Beer description
Beer C,Country A,Brand B,Category B,Type C,Note C,5.0,86,250,14.0,Food Pairing A,Room temperature,2.9,61,5.1,12 OZ/0.35L,Beer description
Beer C,Country C,Brand A,Category B,Type C,Note C,10.0,20,221,10.0,Food Pairing C,Cold,2.2,237,14.12,12 OZ/0.35L,Beer description
Beer B,Country A,Brand B,Category A,Type C,Note B,5.0,29,129,7.0,Food Pairing A,Room temperature,3.6,489,5.96,12 OZ/0.35L,Beer description
Beer A,Country B,Brand C,Category C,Type C,Note B,7.0,38,215,21.0,Food Pairing C,Cold,4.3,435,18.6,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category C,Type C,Note A,10.0,75,234,9.0,Food Pairing A,Room temperature,3.0,354,11.51,12 OZ/0.35L,Beer description
Beer A,Country C,Brand A,Category A,Type B,Note C,7.0,53,137,24.0,Food Pairing C,Chilled,1.6,164,3.71,12 OZ/0.35L,Beer description
Beer E,Country C,Brand B,Category C,Type B,Note C,9.0,86,102,27.0,Food Pairing B,Cold,2.3,499,12.06,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category A,Type B,Note A,6.0,1,176,27.0,Food Pairing C,Room temperature,3.7,74,16.79,12 OZ/0.35L,Beer description
Beer E,Country A,Brand B,Category C,Type C,Note A,10.0,76,110,5.0,Food Pairing B,Cold,3.6,361,7.69,12 OZ/0.35L,Beer description
Beer A,Country C,Brand C,Category C,Type A,Note C,10.0,53,119,15.0,Food Pairing B,Room temperature,3.2,193,8.7,12 OZ/0.35L,Beer description
Beer C,Country A,Brand A,Category C,Type A,Note C,12.0,0,157,8.0,Food Pairing C,Chilled,2.1,337,8.52,12 OZ/0.35L,Beer description
